amy_isard,cluster9
amy_s_weinberg_,cluster9
amy_weinberg,cluster7
amy_weinberg_,cluster2
ana_fernandez,cluster9
anamaria,cluster9
anamaria_barbu,cluster2
anand_raman,cluster9
anand_venkataraman,cluster1
ananlada_chotimongkol,cluster9
andee_rubin_bolt,cluster2
anders_s_johansen,cluster2
andi,cluster9
andi_wu,cluster8
ando_shinichit,cluster9
andras_kornel,cluster2
andrd_kemp,cluster9
andrd_kempe,cluster6
andre_dugas,cluster9
andre_kempe,cluster6
andre_schenkt,cluster16
andrea,cluster17
andrea_kowalski,cluster9
andrea_setzer,cluster9
andreas,cluster9
andreas_eisele,cluster9
andreas_hagen,cluster1
andreas_kathol,cluster1
andreas_kustner,cluster9
andreas_langjahr,cluster9
andreas_persidis,cluster9
andreas_stolcke,cluster1
andree_borillo,cluster9
andree_tretiakoff,cluster16
andrei,cluster9
andrei_mikheev,cluster2
andrei_popescubelis,cluster9
andrej_ljolje,cluster15
andrew,cluster5
andrew_borthwick,cluster9
andrew_bredenkamp,cluster2
andrew_cohen,cluster1
andrew_conroy,cluster9
andrew_david,cluster9
andrew_david_beale,cluster9
andrew_e_smith,cluster14
andrew_finch,cluster3
andrew_fordham,cluster9
andrew_golding,cluster9
andrew_gordon,cluster9
andrew_haas,cluster2
andrew_harley,cluster9
andrew_kehler,cluster2
andrew_kehter_,cluster9
andrew_mccallum,cluster3
andrew_merlino,cluster9
andrew_olney,cluster9
andrew_ortony,cluster9
andrew_r_haas,cluster9
andrew_rosenberg,cluster15
andrew_s,cluster9
andrew_smith,cluster2
andrew_wilson,cluster9
andrew_y,cluster9
andrew_zschorn,cluster9
andriela_r,cluster9
andy_gregorowicz,cluster3
andy_kehler,cluster9
andy_lauriston,cluster9
andy_merlino,cluster9
andy_way,cluster9
anette,cluster14
anette_frank,cluster16
anette_hulth,cluster14
angela_morris,cluster9
angela_ralli,cluster9
angelien_sanderman,cluster9
angelo,cluster9
angels_egea,cluster9
angus_mcintyre,cluster2
ani_nenkova,cluster9
anil_s_chakravarthy,cluster3
animesh,cluster2
anish,cluster9
anish_nair,cluster9
anita_cremers_,cluster9
anja_belz,cluster9
anke_feldhaus,cluster9
ann_copestake,cluster8
ann_e_robinson,cluster9
ann_houston,cluster3
ann_marie_rabke,cluster9
ann_podlozny,cluster9
ann_thymegobbel,cluster1
anna,cluster1
anna_babarczy,cluster9
anna_korhonen,cluster19
anna_kupsc,cluster5
anna_maclachlan,cluster9
anna_sagvall_hein,cluster9
annan_korhonen,cluster9
annarosa_multari,cluster9
anne_abeille,cluster7
anne_anderson,cluster1
anne_de_roeck,cluster5
anne_deroeck,cluster2
anne_h_anderson,cluster9
anne_johnstone,cluster1
anne_kilger,cluster1
anne_kool_,cluster2
anne_r_diekema,cluster19
anne_schiller,cluster6
anne_tissen,cluster2
annemarie_laurian,cluster7
annette__stachowitz,cluster9
annette_herskovits,cluster9
annibale_elia,cluster9
annie_foret,cluster9
annie_zaenen,cluster3
annie_zaenen_,cluster9
annika_flychteriksson,cluster17
annius_v_groenink,cluster9
anoop_sarkar,cluster18
anselmo_penas,cluster3
antal_van_den_bosch,cluster8
antal_van_den_bosch_,cluster8
anthony,cluster7
anthony_f_gallippi,cluster2
anthony_hartley,cluster7
anthony_j_fisher,cluster18
anthony_j_vitale,cluster1
anthony_kim,cluster8
anthony_s_kroch,cluster9
antje_schmidtwigger,cluster9
antoine_raux,cluster17
antoinette_renouf,cluster9
anton_leuski,cluster9
antonella_de_angeli,cluster17
antonella_spiezio,cluster9
antoni_oliver,cluster9
antoni_tuells,cluster9
antonietta_alonge,cluster3
antonin_riha,cluster9
antonio_branco,cluster9
antonio_ferrandez,cluster17
antonio_molina_,cluster2
antonio_morenosandoval,cluster9
antonio_roque,cluster9
antonio_sanfilippo,cluster7
antonio_zampolli,cluster3
antti_kerminen,cluster9
anuj_dawa,cluster9
anuj_dawar,cluster9
anupam,cluster2
anurag_gupta,cluster9
aoife,cluster18
aoife_cahill,cluster9
aone_chinatsu,cluster9
apurva__jadhav,cluster5
araki_m,cluster9
arantza,cluster8
arantza_casillas,cluster9
arantza_d_az_de_ilarraza,cluster9
arantza_diaz_de_ilarraza,cluster2
arata_ishimot0,cluster9
aravind_joshi,cluster18
aravind_k__joshi,cluster9
aravind_k_joshi,cluster13
aravind_k_jushi,cluster9
aravjnd_k_joshi,cluster9
arbeitsgruppe_german,cluster9
arcady_borkowsky,cluster9
archibald_michiels_,cluster9
arda__elebi,cluster9
arendse_bernth,cluster2
areola_jm,cluster2
ari,cluster9
aria,cluster9
ariane_halbert,cluster17
ariel_cohen,cluster2
arkady_borkovsky,cluster3
armando_su_rez,cluster19
armin_fiedler,cluster9
arnaud_gaudinat,cluster9
arne_j,cluster17
arne_jonsson,cluster17
aron_culotta,cluster3
arregi_x,cluster9
arriola_jm,cluster9
arthur_c_graesser,cluster9
arthur_c_graesser_,cluster9
arthur_graesser,cluster9
artola_x,cluster9
arturo_trujillo,cluster7
arun_kamar,cluster5
arup_sarma,cluster1
as_narinyani,cluster9
asanka,cluster9
ascander_dost,cluster1
ashish_venugopal,cluster6
ashutosh_joshi,cluster5
ashvin_kannan,cluster9
asif,cluster6
askar_dzhubanov,cluster2
astrid_brietzmann,cluster1
atanas_kiryakov,cluster3
atro_voutflainen_,cluster9
atro_voutilainen,cluster1
atsue_takeoka,cluster9
atsuko_kida,cluster9
atsuo,cluster9
atsushi,cluster9
atsushi_fujii,cluster19
atsushi_fujita,cluster9
atsushi_okajima,cluster7
atsushi_shimojima,cluster9
atsushi_yamada,cluster1
attila_ferencz,cluster1
augusta_mela,cluster9
aur,cluster7
aur_lien_max,cluster9
avi_pfeffer,cluster9
axei_theofilidis,cluster2
axel_theofilidis,cluster9
ayman_asadi,cluster1
ayman_elnaggar,cluster2
ayman_farahat,cluster3
b__atrice_daille,cluster9
b_b_chaudhuri,cluster2
b_baldwin,cluster17
b_ballard,cluster2
b_bly,cluster7
b_buschbeck,cluster7
b_chandrasekaran,cluster1
b_g_michell,cluster3
b_hoffman,cluster10
b_kiefer,cluster1
b_l_li,cluster9
b_magee,cluster9
b_merialdo,cluster1
b_mitchell,cluster10
b_polanowska,cluster9
b_richards,cluster1
b_santorini,cluster9
b_schmidtnielsen,cluster1
b_srinivas,cluster8
b_v_sukhotin,cluster9
b_van_coile,cluster1
b_vauquois,cluster9
b_yegnanarayana,cluster9
badamosor,cluster9
baden_hughes,cluster2
bai_xiaojing,cluster9
bakhitdzhan_khasnov,cluster2
bal_zs_kis,cluster9
balazs_kis,cluster2
barbara,cluster9
barbara_begier,cluster17
barbara_brunson,cluster8
barbara_c_sangster,cluster9
barbara_di_eugenio,cluster2
barbara_di_eugenio_,cluster9
barbara_duninkeplicz,cluster9
barbara_fox,cluster9
barbara_gates,cluster9
barbara_gawronskawerngren,cluster7
barbara_grosz,cluster2
barbara_h_partee,cluster9
barbara_j_grosz,cluster1
barbara_kelly,cluster9
barbara_lewandowska,cluster9
barbara_partee,cluster9
barbara_peskin,cluster1
barbara_rosario,cluster9
barbara_vauthey,cluster3
barbara_vautheyt,cluster2
barbora_hladka,cluster2
barrett_r_bryant,cluster2
barron_brainerd_,cluster2
barry_a_allen,cluster2
barry_schiffman,cluster9
barry_silk,cluster10
barry_vercoe,cluster8
bart_de_boer,cluster17
bdan_faikenhain,cluster9
be,cluster14
bear_john,cluster9
beat_buchmann,cluster7
beata_megyesi,cluster2
beata_trawinski,cluster9
beate_dorow,cluster6
beatrice_daille,cluster14
beatrice_santorini,cluster15
beatrice_t_oshika,cluster9
behrang_mohit,cluster9
bel,cluster9
ben,cluster7
ben_hachey,cluster17
ben_shneiderman,cluster2
benfeng,cluster8
benfeng_chen,cluster9
bengt_sigurd,cluster1
benjamin,cluster17
benjamin_chigier,cluster1
benjamin_garrett,cluster2
benjamin_k_tsou,cluster11
benjamin_stapley,cluster9
benjamin_van_durme,cluster5
benny_brodda,cluster9
benny_shanon,cluster5
beno,cluster9
benoit_farley,cluster9
benoit_lavoie,cluster13
bente_maegaard,cluster7
berenike,cluster9
bernard_e_scott,cluster9
bernard_jones,cluster9
bernard_lang,cluster9
bernard_merialdo,cluster6
bernard_moulin,cluster1
bernard_vauquois_,cluster9
bernardo_magnini,cluster17
bernd_abb,cluster9
bernd_bohnet,cluster16
bernd_kiefer,cluster9
bernd_kiefer_,cluster9
bernd_kiefert,cluster9
bernd_koenitz,cluster9
bernd_mobius,cluster1
bernhard_nebel,cluster2
bernhard_sch,cluster9
berthold_crysmann,cluster9
bertil_lyberg,cluster1
bertol,cluster7
bertram_c_bruce,cluster9
bertram_shi,cluster2
bertrand_gaiffe,cluster1
beryl_hoffman,cluster2
beth_ann_hockey,cluster1
beth_hockey,cluster9
beth_m_sundheim,cluster2
beth_sundheim,cluster17
bettina,cluster9
beumseuk_lee,cluster2
bfiffault_x,cluster9
bhavani_raskutti,cluster3
bhiksha_raj,cluster1
bianka_buschbeckwolf,cluster3
bianka_buschseck,cluster9
bilel_gargouri,cluster9
bilge_say,cluster9
bill_black,cluster9
bill_keller,cluster6
bill_reid,cluster17
bill_rounds,cluster9
bill_whyte,cluster2
bin,cluster2
bin_wang,cluster19
bing,cluster6
bing_zhao,cluster8
binghuang_lee,cluster9
birgit_hamp,cluster9
birte_l__nneker,cluster9
birte_schmitz,cluster2
bj,cluster17
bjorn_gamback,cluster1
bjornar_larsen,cluster17
bk_boguraev,cluster3
bo_pang,cluster7
bo_xu,cluster6
bob_carpenter,cluster16
bob_carpenter_,cluster9
bob_dickerson,cluster2
bobrow_robert_j,cluster17
bogdan,cluster7
bogdan_babych,cluster7
bolette_sandford_pedersen,cluster3
bonka_nikolova,cluster17
bonnie__dorr_,cluster7
bonnie_dorr,cluster9
bonnie_glover,cluster7
bonnie_glover_stalls,cluster10
bonnie_j,cluster1
bonnie_j_dorr,cluster16
bonnie_l_webber,cluster2
bonnie_lynn_webb,cluster9
bonnie_lynn_webber,cluster2
bonnie_webber,cluster5
boonserm_kijsirikul,cluster9
boris_d_tikhomirov,cluster7
boris_katz,cluster5
borislav_popov,cluster3
borja_navarro,cluster9
bos_m_j_w,cluster9
botond_pakucs,cluster1
boubaker_meddebhamrouni,cluster9
bouma_gosse,cluster9
bowden_wise,cluster3
boyan_onyshkevyc,cluster9
boyan_onyshkevych,cluster2
boyeong,cluster2
boyeong_kang,cluster9
bozena_henisz_thompson_,cluster2
bozenn_h_thompson,cluster17
bradford_w_miller,cluster17
bradley_a_goodman,cluster9
bradley_b_custer,cluster9
bradley_l_pritchett,cluster12
brady_clark,cluster9
brammir_k_boguraev,cluster9
bran_boguraev,cluster2
branimir_boguraev,cluster9
branimir_boguraev_,cluster9
branimir_k_boguraev,cluster6
brant_a_cheikes,cluster6
breck_baldwin,cluster6
brenda_fawcett,cluster9
brendan_s_gillon_,cluster2
brent_michael_r,cluster9
brett_c_tjaden,cluster9
brett_kessler,cluster9
brian,cluster1
brian_cantwell_smith,cluster9
brian_chandler,cluster7
brian_e_pangburn,cluster2
brian_m_slator,cluster9
brian_m_slator_,cluster9
brian_mak,cluster1
brian_milch,cluster9
brian_phillips,cluster2
brian_roark,cluster2
brian_ulicny,cluster9
brian_whitman,cluster8
bridget_thomson_mcinnes,cluster17
brigitte_cordier,cluster9
brigitte_endresniggemeyer,cluster9
brigitte_grau,cluster9
brigitte_grote,cluster11
brigitte_krenn,cluster2
brigitte_krenn_,cluster9
brigitte_van_berkelt,cluster9
briony_williams,cluster9
briony_williams_,cluster1
britt_keson,cluster3
britta,cluster1
bruce_arne_sherwood,cluster17
bruce_ballard_,cluster2
bruce_e_nevin,cluster9
bruce_evans,cluster9
bruce_loatman,cluster10
bruce_nevin,cluster2
bruce_tesar,cluster16
bruce_w_ballard,cluster5
bruce_w_porter,cluster9
bruce_w_watson,cluster9
brunner_hans,cluster9
bruno_dillet,cluster9
bruno_pani,cluster2
bryan_mceleney,cluster9
bryan_pellom,cluster1
burghard_b_rieger,cluster9
byeong_man_kim,cluster9
byeongchang_kim,cluster9
byoungtak_zhang,cluster7
byungkwak,cluster8
c__cile_paris,cluster3
c_anton_rytting,cluster3
c_aone,cluster10
c_barry,cluster1
c_beckstein,cluster9
c_buckley,cluster3
c_cardie,cluster10
c_doran,cluster9
c_e_wright,cluster1
c_fluhr,cluster9
c_forlines,cluster1
c_friedman,cluster2
c_gdaniec,cluster9
c_grover,cluster10
c_h_lee,cluster9
c_huyck,cluster10
c_j_rupp,cluster1
c_m_rood,cluster9
c_m_white,cluster1
c_mario_christoudias,cluster1
c_mellish,cluster9
c_p_rose,cluster1
c_raymond_perrau,cluster9
c_raymond_perrault,cluster1
c_rodriguez,cluster9
c_s_mellish,cluster17
c_tillmann,cluster7
c_villar,cluster9
c_w_wightman,cluster9
c_weir,cluster9
caitlin_vatikiotisbateson,cluster9
calkin_s,cluster9
camilla_schwind_,cluster2
canasai__kruengkrai,cluster9
candace_a_kamm,cluster17
candace_l_sidner,cluster9
candace_l_sidner_,cluster2
candance_sidner,cluster9
carel_fellinger,cluster17
carl_burke,cluster3
carl_de_marcken,cluster1
carl_engelman,cluster5
carl_gutwin,cluster6
carl_hewitt,cluster9
carl_j_pollard,cluster2
carl_pollard,cluster9
carl_weir,cluster10
carla_b_zoltowski,cluster2
carla_huls,cluster9
carla_umbach,cluster11
carlo,cluster2
carlo_consoli,cluster9
carlo_minnaja_,cluster9
carlo_strapparava,cluster17
carlo_strapparva,cluster19
carlo_tasso,cluster13
carlos_a_prolo,cluster9
carlos_d,cluster6
carlos_martinvide,cluster2
carlos_segami,cluster9
carmen_lozano,cluster9
carol_friedman,cluster2
carol_j_van_essdykema,cluster9
carol_lord,cluster10
carol_van_essdykema,cluster7
carol_van_essdykema_,cluster1
carol_van_essdykemat,cluster6
carola_eschenbach,cluster9
carola_reddig,cluster17
carole_d_hafner,cluster2
carole_t_boster,cluster2
carole_tiberius,cluster9
caroline_barriere,cluster9
caroline_brun,cluster9
caroline_gasperin,cluster2
caroline_hag__ge,cluster9
caroline_lyon,cluster2
carolyn_boettner_lotus_,cluster2
carolyn_p_ros__,cluster1
carolyn_p_rose,cluster9
carolyn_penstein_rose,cluster2
carroll_john,cluster9
carroll_johnson,cluster9
carson_t_schutze,cluster2
carter_revard,cluster9
casey_whitelaw,cluster9
casimir_borkowski,cluster17
cassandre,cluster14
cassandre_creswell,cluster9
catalina_m_danis,cluster9
catherine,cluster9
catherine_macleod,cluster10
catherine_macleod_,cluster9
catherine_marshall,cluster9
catherine_n_ball,cluster5
cathy_sotillo,cluster1
catriona_macdermid,cluster2
cecile_fabre,cluster9
cecile_gros,cluster9
cecile_l_paris,cluster3
cecile_paris,cluster9
cecile_t_balkanski,cluster9
cecilia_ovesdotter,cluster9
cedrick_fairon,cluster2
cem_bozsahin,cluster2
cemaleddin_guzey,cluster2
cesare_rocchi,cluster9
ch_boitet,cluster17
ch_lee,cluster1
ch_rabin,cluster15
chad_langley,cluster1
chadia_moghrabi,cluster2
chaianun,cluster9
chang_baobao,cluster9
changening_huang,cluster9
changhee_pyo,cluster2
changhua_yang,cluster9
changhwa_lin,cluster9
changki_lee,cluster9
changning_huang,cluster4
changuing_huang,cluster9
chao_wang,cluster17
chaohuang_chang,cluster1
chaojan_chert,cluster9
charfuelan_marcela,cluster9
charles_b_callaway,cluster11
charles_callaway,cluster9
charles_d_yang,cluster2
charles_dolan,cluster9
charles_f_schmidt,cluster9
charles_fillmore,cluster9
charles_hemphill,cluster2
charles_j_fillmore,cluster9
charles_l_a_clarke,cluster15
charles_l_wayne,cluster1
charles_p_dolan,cluster10
charles_r_jankowski_jr,cluster1
charles_rich_mitsubishi,cluster2
charles_rowe,cluster2
charles_schafer,cluster7
charles_t_hemphill,cluster2
charles_t_hemphillrecent_progress_on_the_voyager_system,cluster2
charles_t_taylor_ii,cluster10
charlotte_linde,cluster9
chatchawal,cluster9
che_wilcox,cluster2
chen,cluster9
cheng,cluster6
cheng_niu,cluster5
chengder_chen,cluster1
chengming_guo,cluster9
chengqing_zong,cluster16
chengsheng_xin,cluster9
chengxiang,cluster9
chengxiang_zhai,cluster3
cheol_jung_kweon,cluster3
cheryl_kariya,cluster10
cheung_chi_shun,cluster2
chew_lim,cluster16
chew_lim_tan,cluster9
chi_lu,cluster17
chiaki_ohkura,cluster9
chiara_favareto,cluster9
chiayin,cluster9
chiching_lin,cluster9
chihking_yang,cluster9
chihli_hung,cluster9
chihoon,cluster9
chikara,cluster9
chikashi_nobata,cluster1
chilin_shih,cluster9
chilin_shih_,cluster9
chinatsu_aone,cluster10
chinatsu_aonet,cluster7
chinchuan_cheng,cluster9
ching_y_suen,cluster2
chinglong_yeh,cluster9
chingyi_chia,cluster19
chinhui_lee,cluster1
chinyew_lin,cluster14
chiori__hori,cluster17
chishun_cheung,cluster6
chiuki_chan,cluster19
cholwich_nuttee,cluster9
chong_min,cluster7
chong_woo_woo,cluster2
choochart,cluster9
chooi_ling_goh,cluster8
chris,cluster1
chris_barry,cluster1
chris_bowerman_,cluster2
chris_brew,cluster3
chris_brew_,cluster9
chris_buckley,cluster5
chris_buckleytt,cluster14
chris_callisonburch,cluster9
chris_cooper,cluster10
chris_fox,cluster5
chris_j__staros,cluster17
chris_korycinski_,cluster9
chris_mcneilly,cluster2
chris_melli,cluster2
chris_mellish,cluster13
chris_reed,cluster9
chris_riddoch,cluster9
chris_s_mellish,cluster9
chris_salvador,cluster5
christa_hauenschild,cluster7
christel_sorin,cluster1
christer_johansson,cluster9
christer_samuelsson,cluster1
christer_samuelsson_,cluster9
christian_boitet,cluster1
christian_braun,cluster3
christian_braunt,cluster9
christian_f_hempelmann,cluster9
christian_gagnoulet,cluster1
christian_huyck,cluster10
christian_jacquemin,cluster14
christian_korthals,cluster9
christian_lieske,cluster9
christian_m_i_m_matthiessen,cluster9
christian_matihiessen,cluster9
christian_matthiessen,cluster9
christian_mim_matthiessen,cluster17
christian_rohrer,cluster9
christiane_fellbaum,cluster9
christiane_fellbaum_,cluster9
christina,cluster1
christina_philp,cluster2
christine_a_montgomery,cluster10
christine_clark,cluster5
christine_defrise,cluster9
christine_doran,cluster9
christine_h_nakatani,cluster1
christine_montgomery,cluster2
christine_nakatani,cluster1
christine_pao,cluster1
christine_piatko,cluster9
christine_thielen,cluster9
christof_e_m,cluster9
christoph,cluster15
christoph_brzoska,cluster9
christoph_m,cluster9
christoph_m_ller,cluster7
christoph_mueller,cluster9
christoph_tillman,cluster7
christoph_tillmann,cluster7
christophe_dupriez,cluster9
christophe_fouquerd,cluster9
christophe_fouquere,cluster9
christophe_remondeau,cluster9
christopher_c_dozier,cluster3
christopher_c_huckle,cluster15
christopher_culy,cluster1
christopher_d,cluster6
christopher_d_manning,cluster18
christopher_g_chute,cluster9
christopher_habel,cluster2
christopher_hogan_,cluster1
christopher_johnson,cluster9
christopher_johnson_,cluster9
christopher_k_riesbeck,cluster9
christopher_manning,cluster6
christopher_pennington,cluster2
christopher_u_habel,cluster9
christy_doran,cluster3
christy_laurdisen,cluster9
chrysanne_dimarco,cluster9
chrysanne_dimarco_,cluster7
chuck_rieger,cluster2
chueifeng_chiou,cluster9
chuleerat__jaruskulchai,cluster9
chunfa,cluster9
chunfa_yuan,cluster9
chung_hee_hwang,cluster9
chung_heong_gooi,cluster9
chung_yong_lim,cluster8
chungchieh_shan,cluster9
chunghsien,cluster6
chunghye_han,cluster3
chunjen_lee,cluster6
chunyu_kit,cluster8
chunyu_kitt,cluster8
churen,cluster2
churen__huang,cluster9
churen_huang,cluster3
cigdem_keyder_turhan,cluster7
cinzia_costantini,cluster9
ciprian,cluster17
ciprian_chelba,cluster1
ciprian_chelba_,cluster2
cj_rupp,cluster7
claire,cluster9
claire_cardie,cluster10
claire_cardiel,cluster5
claire_francois,cluster6
claire_garde,cluster9
claire_gardent,cluster18
claire_gardent_,cluster9
claire_grover,cluster5
claire_vanderhoeft,cluster9
clare_r_voss,cluster2
clare_r_voss_,cluster17
claude_g_cech,cluster9
claudia,cluster2
claudia_brugman,cluster2
claudia_gentile,cluster9
